station,block_id,catalog_source,source_event_id,reference_time,unified_candidate_id,event_class,evaluation_group,existing_fold_roles,prior_pilot_fold_exposed,prospective_event_recall_eligibility
S15,S15_B2,PDS-levent,levent-09931,1975-12-16T04:18:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09932,1975-12-16T08:21:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09932,1975-12-16T08:21:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09933,1975-12-16T13:02:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09933,1975-12-16T13:02:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09934,1975-12-16T16:56:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09934,1975-12-16T16:56:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09935,1975-12-17T08:57:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09935,1975-12-17T08:57:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09936,1975-12-17T12:43:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09936,1975-12-17T12:43:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09937,1975-12-18T03:44:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09937,1975-12-18T03:44:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09938,1975-12-18T13:50:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09938,1975-12-18T13:50:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09939,1975-12-18T17:43:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09939,1975-12-18T17:43:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09940,1975-12-18T21:17:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09940,1975-12-18T21:17:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09941,1975-12-19T02:14:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09941,1975-12-19T02:14:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09942,1975-12-19T18:20:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09942,1975-12-19T18:20:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09943,1975-12-20T02:26:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09943,1975-12-20T02:26:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09944,1975-12-20T07:53:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09944,1975-12-20T07:53:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09945,1975-12-20T10:00:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09945,1975-12-20T10:00:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09946,1975-12-20T15:24:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09946,1975-12-20T15:24:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09947,1975-12-21T00:41:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09947,1975-12-21T00:41:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09948,1975-12-21T17:16:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09948,1975-12-21T17:16:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09949,1975-12-21T17:26:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09949,1975-12-21T17:26:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09950,1975-12-21T18:46:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09950,1975-12-21T18:46:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09951,1975-12-21T23:00:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09951,1975-12-21T23:00:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09952,1975-12-22T17:20:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09952,1975-12-22T17:20:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09953,1975-12-23T15:58:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09953,1975-12-23T15:58:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09954,1975-12-24T06:18:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09954,1975-12-24T06:18:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09955,1975-12-24T09:12:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09955,1975-12-24T09:12:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09956,1975-12-24T11:26:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09956,1975-12-24T11:26:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09957,1975-12-24T11:44:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09957,1975-12-24T11:44:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09958,1975-12-26T00:32:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09959,1975-12-26T02:47:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09960,1975-12-26T17:35:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-09961,1975-12-26T22:14:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10049,1976-02-02T01:06:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10050,1976-02-02T10:51:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10051,1976-02-03T06:43:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10052,1976-02-03T10:53:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10053,1976-02-04T05:05:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10054,1976-02-04T10:53:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10055,1976-02-04T16:05:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10056,1976-02-04T17:30:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10057,1976-02-04T17:35:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10058,1976-02-04T22:06:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10059,1976-02-05T02:58:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10060,1976-02-05T07:34:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10061,1976-02-05T08:50:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10062,1976-02-05T14:26:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10063,1976-02-05T19:12:00,levent-10063,natural_impact,event:levent-10063,,0,eligible_pending_waveform_QA
S12,S12_B2,PDS-levent,levent-10064,1976-02-05T20:17:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10065,1976-02-05T22:52:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10066,1976-02-06T00:05:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10067,1976-02-06T00:59:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10068,1976-02-06T07:54:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10069,1976-02-06T16:40:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10070,1976-02-06T19:54:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10071,1976-02-07T04:16:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10072,1976-02-07T04:36:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10073,1976-02-07T15:32:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10074,1976-02-07T22:33:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10075,1976-02-08T02:28:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10076,1976-02-08T04:50:00,levent-10076,natural_impact,event:levent-10076,,0,eligible_pending_waveform_QA
S12,S12_B2,PDS-levent,levent-10077,1976-02-08T11:14:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10078,1976-02-09T20:27:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10078,1976-02-09T20:27:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10079,1976-02-10T06:02:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10079,1976-02-10T06:02:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10080,1976-02-10T07:05:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10080,1976-02-10T07:05:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10081,1976-02-11T01:03:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10081,1976-02-11T01:03:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10082,1976-02-11T03:23:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10082,1976-02-11T03:23:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10083,1976-02-11T20:28:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10083,1976-02-11T20:28:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10084,1976-02-12T00:58:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10084,1976-02-12T00:58:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10085,1976-02-12T06:05:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10085,1976-02-12T06:05:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10086,1976-02-13T11:49:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10086,1976-02-13T11:49:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10087,1976-02-13T19:38:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10087,1976-02-13T19:38:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10088,1976-02-14T08:13:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10088,1976-02-14T08:13:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-10089,1976-02-15T11:41:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10089,1976-02-15T11:41:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10090,1976-02-16T03:49:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10091,1976-02-16T06:02:00,levent-10091,natural_impact,event:levent-10091,,0,eligible_pending_waveform_QA
S16,S16_B1,PDS-levent,levent-10092,1976-02-16T06:37:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10093,1976-02-16T06:50:00,levent-10093,deep_moonquake_assigned,deep-family:A441,,0,eligible_pending_waveform_QA
S16,S16_B1,PDS-levent,levent-10094,1976-02-16T11:53:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10095,1976-02-16T12:27:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10096,1976-02-16T12:51:00,levent-10096,deep_moonquake_assigned,deep-family:A250,,0,eligible_pending_waveform_QA
S16,S16_B1,PDS-levent,levent-10097,1976-02-16T16:38:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10098,1976-02-16T16:40:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10099,1976-02-16T16:55:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10100,1976-02-16T17:25:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10101,1976-02-16T18:43:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10102,1976-02-16T21:44:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10103,1976-02-16T23:26:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10104,1976-02-17T01:14:00,levent-10104,deep_moonquake_assigned,deep-family:A7,test,1,exclude_prior_pilot_exposed
S16,S16_B1,PDS-levent,levent-10105,1976-02-17T06:05:00,levent-10105,deep_moonquake_assigned,deep-family:A22,test,1,exclude_prior_pilot_exposed
S16,S16_B1,PDS-levent,levent-10106,1976-02-17T17:27:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10107,1976-02-17T19:22:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10108,1976-02-17T23:44:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10109,1976-02-18T02:23:00,levent-10109,deep_moonquake_assigned,deep-family:A6,test,1,exclude_prior_pilot_exposed
S16,S16_B1,PDS-levent,levent-10110,1976-02-18T04:27:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10111,1976-02-18T06:56:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10112,1976-02-18T10:37:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10113,1976-02-18T13:31:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10114,1976-02-18T16:35:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10115,1976-02-19T04:22:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10116,1976-02-19T10:32:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10117,1976-02-19T20:43:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10118,1976-02-20T11:32:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-10119,1976-02-20T13:03:00,,,,,0,catalog_exclusion_only
