station,block_id,catalog_source,source_event_id,reference_time,unified_candidate_id,event_class,evaluation_group,existing_fold_roles,prior_pilot_fold_exposed,prospective_event_recall_eligibility
S12,levent-11964,PDS_levent,levent-11964,1977-03-31T16:42:00,levent-11964,natural_impact,grade_c_levent-11964,none,0,eligible_integrity_audited
S12,levent-12117,PDS_levent,levent-12117,1977-04-23T12:02:00,levent-12117,natural_impact,grade_c_levent-12117,none,0,eligible_integrity_audited
S12,S12_1977_119,PDS_levent,levent-12181,1977-04-29T00:34:00,levent-12181,natural_impact,protected_levent-12181,catalog_context_only,1,catalog_exclusion_only
S12,levent-12187,PDS_levent,levent-12187,1977-04-29T07:33:00,levent-12187,natural_impact,grade_c_levent-12187,none,0,eligible_integrity_audited
S14,S14_1971_059,PDS_levent,levent-00837,1971-02-28T17:51:00,levent-00837,deep_moonquake_assigned,protected_levent-00837,catalog_context_only,1,catalog_exclusion_only
S14,levent-00838,PDS_levent,levent-00838,1971-02-28T21:18:00,levent-00838,natural_impact,grade_c_levent-00838,none,0,eligible_integrity_audited
S14,levent-00892,PDS_levent,levent-00892,1971-03-13T00:19:00,levent-00892,natural_impact,grade_c_levent-00892,none,0,eligible_integrity_audited
S14,S14_1971_072,PDS_levent,levent-00893,1971-03-13T03:09:00,levent-00893,unclassified_blank,protected_levent-00893,catalog_context_only,1,catalog_exclusion_only
S14,S14_1971_072,PDS_levent,levent-00894,1971-03-13T04:47:00,levent-00894,deep_moonquake_assigned,protected_levent-00894,catalog_context_only,1,catalog_exclusion_only
S14,S14_1971_072,PDS_levent,levent-00895,1971-03-13T15:32:00,levent-00895,deep_moonquake_assigned,protected_levent-00895,catalog_context_only,1,catalog_exclusion_only
S14,S14_1971_072,PDS_levent,levent-00896,1971-03-13T18:56:00,levent-00896,deep_moonquake_assigned,protected_levent-00896,catalog_context_only,1,catalog_exclusion_only
S14,S14_1971_303,PDS_levent,levent-02125,1971-10-30T01:13:00,levent-02125,deep_moonquake_assigned,protected_levent-02125,catalog_context_only,1,catalog_exclusion_only
S14,S14_1971_303,PDS_levent,levent-02126,1971-10-30T02:04:00,levent-02126,natural_impact,protected_levent-02126,catalog_context_only,1,catalog_exclusion_only
S14,S14_1971_303,PDS_levent,levent-02128,1971-10-30T04:27:00,levent-02128,deep_moonquake_assigned,protected_levent-02128,catalog_context_only,1,catalog_exclusion_only
S14,levent-02131,PDS_levent,levent-02131,1971-10-30T11:58:00,levent-02131,natural_impact,grade_c_levent-02131,none,0,eligible_integrity_audited
S14,S14_1971_303,PDS_levent,levent-02133,1971-10-30T14:45:00,levent-02133,unclassified_blank,protected_levent-02133,catalog_context_only,1,catalog_exclusion_only
S14,S14_1972_046,PDS_levent,levent-02795,1972-02-15T03:11:00,levent-02795,deep_moonquake_assigned,protected_levent-02795,catalog_context_only,1,catalog_exclusion_only
S14,levent-02796,PDS_levent,levent-02796,1972-02-15T20:17:00,levent-02796,natural_impact,grade_c_levent-02796,none,0,eligible_integrity_audited
S14,S14_1972_046,PDS_levent,levent-02797,1972-02-15T22:52:00,levent-02797,deep_moonquake_assigned,protected_levent-02797,catalog_context_only,1,catalog_exclusion_only
S14,levent-03770,PDS_levent,levent-03770,1972-06-15T00:25:00,levent-03770,natural_impact,grade_c_levent-03770,none,0,eligible_integrity_audited
S14,S14_1972_167,PDS_levent,levent-03772,1972-06-15T04:11:00,levent-03772,deep_moonquake_assigned,protected_levent-03772,catalog_context_only,1,catalog_exclusion_only
S14,levent-07657,PDS_levent,levent-07657,1974-02-09T00:49:00,levent-07657,natural_impact,grade_c_levent-07657,none,0,eligible_integrity_audited
S14,S14_1974_040,PDS_levent,levent-07658,1974-02-09T14:50:00,levent-07658,deep_moonquake_assigned,protected_levent-07658,catalog_context_only,1,catalog_exclusion_only
S14,levent-07930,PDS_levent,levent-07930,1974-04-06T17:40:00,levent-07930,natural_impact,grade_c_levent-07930,none,0,eligible_integrity_audited
S14,levent-08466,PDS_levent,levent-08466,1974-09-03T23:35:00,levent-08466,natural_impact,grade_c_levent-08466,none,0,eligible_integrity_audited
S14,S14_1974_303,PDS_levent,levent-08666,1974-10-30T08:00:00,levent-08666,natural_impact,protected_levent-08666,catalog_context_only,1,catalog_exclusion_only
S14,levent-08667,PDS_levent,levent-08667,1974-10-30T08:10:00,levent-08667,natural_impact,grade_c_levent-08667,none,0,eligible_integrity_audited
S14,S14_1974_303,PDS_levent,levent-08668,1974-10-30T11:23:00,levent-08668,deep_moonquake_assigned,protected_levent-08668,catalog_context_only,1,catalog_exclusion_only
S14,S14_1974_303,PDS_levent,levent-08670,1974-10-30T17:55:00,levent-08670,deep_moonquake_assigned,protected_levent-08670,catalog_context_only,1,catalog_exclusion_only
S14,levent-08870,PDS_levent,levent-08870,1974-12-26T07:38:00,levent-08870,natural_impact,grade_c_levent-08870,none,0,eligible_integrity_audited
S14,S14_1974_360,PDS_levent,levent-08871,1974-12-26T14:02:00,levent-08871,natural_impact,protected_levent-08871,catalog_context_only,1,catalog_exclusion_only
S14,S14_1974_360,PDS_levent,levent-08872,1974-12-26T18:47:00,levent-08872,natural_impact,protected_levent-08872,catalog_context_only,1,catalog_exclusion_only
S14,S14_1974_360,PDS_levent,levent-08873,1974-12-26T22:38:00,levent-08873,natural_impact,protected_levent-08873,catalog_context_only,1,catalog_exclusion_only
S14,S14_1975_188,PDS_levent,levent-09429,1975-07-07T02:24:00,levent-09429,deep_moonquake_unclassified,protected_levent-09429,catalog_context_only,1,catalog_exclusion_only
S14,S14_1975_188,PDS_levent,levent-09430,1975-07-07T06:22:00,levent-09430,deep_moonquake_assigned,protected_levent-09430,catalog_context_only,1,catalog_exclusion_only
S14,levent-09431,PDS_levent,levent-09431,1975-07-07T09:14:00,levent-09431,natural_impact,grade_c_levent-09431,none,0,eligible_integrity_audited
S14,S14_1975_188,PDS_levent,levent-09432,1975-07-07T14:04:00,levent-09432,deep_moonquake_assigned,protected_levent-09432,catalog_context_only,1,catalog_exclusion_only
S14,S14_1975_188,PDS_levent,levent-09433,1975-07-07T22:44:00,levent-09433,deep_moonquake_assigned,protected_levent-09433,catalog_context_only,1,catalog_exclusion_only
S14,levent-10837,PDS_levent,levent-10837,1976-07-27T02:06:00,levent-10837,natural_impact,grade_c_levent-10837,none,0,eligible_integrity_audited
S14,S14_1976_209,PDS_levent,levent-10838,1976-07-27T21:12:00,levent-10838,deep_moonquake_assigned,protected_levent-10838,catalog_context_only,1,catalog_exclusion_only
S14,S14_1976_246,PDS_levent,levent-11036,1976-09-02T04:23:00,levent-11036,deep_moonquake_assigned,protected_levent-11036,catalog_context_only,1,catalog_exclusion_only
S14,levent-11038,PDS_levent,levent-11038,1976-09-02T22:37:00,levent-11038,natural_impact,grade_c_levent-11038,none,0,eligible_integrity_audited
S14,S14_1976_280,PDS_levent,levent-11189,1976-10-06T07:41:00,levent-11189,deep_moonquake_assigned,protected_levent-11189,catalog_context_only,1,catalog_exclusion_only
S14,S14_1976_280,PDS_levent,levent-11190,1976-10-06T16:14:00,levent-11190,deep_moonquake_assigned,protected_levent-11190,catalog_context_only,1,catalog_exclusion_only
S14,levent-11191,PDS_levent,levent-11191,1976-10-06T19:31:00,levent-11191,natural_impact,grade_c_levent-11191,none,0,eligible_integrity_audited
S14,S14_1977_121,PDS_levent,levent-12218,1977-05-01T04:06:00,levent-12218,deep_moonquake_assigned,protected_levent-12218,catalog_context_only,1,catalog_exclusion_only
S14,levent-12227,PDS_levent,levent-12227,1977-05-01T21:31:00,levent-12227,natural_impact,grade_c_levent-12227,none,0,eligible_integrity_audited
S14,levent-12900,PDS_levent,levent-12900,1977-08-24T16:23:00,levent-12900,natural_impact,grade_c_levent-12900,none,0,eligible_integrity_audited
S15,S15_1972_271,PDS_levent,levent-04795,1972-09-27T01:49:00,levent-04795,unclassified_blank,protected_levent-04795,catalog_context_only,1,catalog_exclusion_only
S15,levent-04800,PDS_levent,levent-04800,1972-09-27T11:40:00,levent-04800,natural_impact,grade_c_levent-04800,none,0,eligible_integrity_audited
S15,levent-04835,PDS_levent,levent-04835,1972-10-04T13:48:00,levent-04835,natural_impact,grade_c_levent-04835,none,0,eligible_integrity_audited
S15,S15_1973_280,PDS_levent,levent-07140,1973-10-07T02:48:00,levent-07140,deep_moonquake_assigned,protected_levent-07140,catalog_context_only,1,catalog_exclusion_only
S15,levent-07147,PDS_levent,levent-07147,1973-10-07T12:22:00,levent-07147,natural_impact,grade_c_levent-07147,none,0,eligible_integrity_audited
S15,S15_1973_280,PDS_levent,levent-07149,1973-10-07T15:38:00,levent-07149,mostly_short_period,protected_levent-07149,catalog_context_only,1,catalog_exclusion_only
S15,S15_1973_280,PDS_levent,levent-07155,1973-10-07T22:30:00,levent-07155,mostly_short_period,protected_levent-07155,catalog_context_only,1,catalog_exclusion_only
S15,levent-08273,PDS_levent,levent-08273,1974-07-12T02:36:00,levent-08273,natural_impact,grade_c_levent-08273,none,0,eligible_integrity_audited
S15,levent-08634,PDS_levent,levent-08634,1974-10-22T05:15:00,levent-08634,natural_impact,grade_c_levent-08634,none,0,eligible_integrity_audited
S15,S15_1974_295,PDS_levent,levent-08635,1974-10-22T06:12:00,levent-08635,deep_moonquake_assigned,protected_levent-08635,catalog_context_only,1,catalog_exclusion_only
S15,levent-08762,PDS_levent,levent-08762,1974-11-24T11:12:00,levent-08762,natural_impact,grade_c_levent-08762,none,0,eligible_integrity_audited
S15,levent-08767,PDS_levent,levent-08767,1974-11-26T03:23:00,levent-08767,natural_impact,grade_c_levent-08767,none,0,eligible_integrity_audited
S15,S15_1974_330,PDS_levent,levent-08768,1974-11-26T18:43:00,levent-08768,natural_impact,protected_levent-08768,catalog_context_only,1,catalog_exclusion_only
S15,S15_1974_330,PDS_levent,levent-08769,1974-11-26T23:07:00,levent-08769,deep_moonquake_assigned,protected_levent-08769,catalog_context_only,1,catalog_exclusion_only
S15,levent-08919,PDS_levent,levent-08919,1975-01-16T23:04:00,levent-08919,natural_impact,grade_c_levent-08919,none,0,eligible_integrity_audited
S15,levent-09107,PDS_levent,levent-09107,1975-03-20T01:09:00,levent-09107,natural_impact,grade_c_levent-09107,none,0,eligible_integrity_audited
S15,S15_1975_079,PDS_levent,levent-09108,1975-03-20T08:00:00,levent-09108,natural_impact,protected_levent-09108,catalog_context_only,1,catalog_exclusion_only
S15,S15_1975_171,PDS_levent,levent-09339,1975-06-20T06:30:00,levent-09339,deep_moonquake_assigned,protected_levent-09339,catalog_context_only,1,catalog_exclusion_only
S15,S15_1975_171,PDS_levent,levent-09340,1975-06-20T07:06:00,levent-09340,natural_impact,protected_levent-09340,catalog_context_only,1,catalog_exclusion_only
S15,S15_1975_171,PDS_levent,levent-09342,1975-06-20T13:53:00,levent-09342,natural_impact,protected_levent-09342,catalog_context_only,1,catalog_exclusion_only
S15,levent-09343,PDS_levent,levent-09343,1975-06-20T19:01:00,levent-09343,natural_impact,grade_c_levent-09343,none,0,eligible_integrity_audited
S15,levent-09963,PDS_levent,levent-09963,1975-12-27T06:31:00,levent-09963,natural_impact,grade_c_levent-09963,none,0,eligible_integrity_audited
S15,levent-10229,PDS_levent,levent-10229,1976-03-15T03:04:00,levent-10229,natural_impact,grade_c_levent-10229,none,0,eligible_integrity_audited
S15,S15_1976_075,PDS_levent,levent-10230,1976-03-15T06:17:00,levent-10230,mostly_short_period,protected_levent-10230,catalog_context_only,1,catalog_exclusion_only
S15,S15_1976_075,PDS_levent,levent-10233,1976-03-15T13:37:00,levent-10233,deep_moonquake_assigned,protected_levent-10233,catalog_context_only,1,catalog_exclusion_only
S15,S15_1976_075,PDS_levent,levent-10236,1976-03-15T18:11:00,levent-10236,deep_moonquake_assigned,protected_levent-10236,catalog_context_only,1,catalog_exclusion_only
S15,levent-10495,PDS_levent,levent-10495,1976-05-15T12:42:00,levent-10495,natural_impact,grade_c_levent-10495,none,0,eligible_integrity_audited
S15,levent-11666,PDS_levent,levent-11666,1977-01-17T06:45:00,levent-11666,natural_impact,grade_c_levent-11666,none,0,eligible_integrity_audited
S15,levent-12112,PDS_levent,levent-12112,1977-04-21T15:31:00,levent-12112,natural_impact,grade_c_levent-12112,none,0,eligible_integrity_audited
S15,levent-12124,PDS_levent,levent-12124,1977-04-25T07:07:00,levent-12124,natural_impact,grade_c_levent-12124,none,0,eligible_integrity_audited
S16,S16_1972_156,PDS_levent,levent-03613,1972-06-04T00:00:00,levent-03613,unclassified_blank,protected_levent-03613,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_156,PDS_levent,levent-03615,1972-06-04T02:05:00,levent-03615,unclassified_blank,protected_levent-03615,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_156,PDS_levent,levent-03616,1972-06-04T03:51:00,levent-03616,unclassified_blank,protected_levent-03616,catalog_context_only,1,catalog_exclusion_only
S16,levent-03617,PDS_levent,levent-03617,1972-06-04T06:18:00,levent-03617,natural_impact,grade_c_levent-03617,none,0,eligible_integrity_audited
S16,S16_1972_156,PDS_levent,levent-03618,1972-06-04T08:38:00,levent-03618,deep_moonquake_unclassified,protected_levent-03618,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_156,PDS_levent,levent-03619,1972-06-04T09:15:00,levent-03619,deep_moonquake_assigned,protected_levent-03619,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_156,PDS_levent,levent-03621,1972-06-04T11:30:00,levent-03621,unclassified_blank,protected_levent-03621,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_156,PDS_levent,levent-03622,1972-06-04T16:20:00,levent-03622,unclassified_blank,protected_levent-03622,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_156,PDS_levent,levent-03623,1972-06-04T17:53:00,levent-03623,deep_moonquake_assigned,protected_levent-03623,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_156,PDS_levent,levent-03624,1972-06-04T19:26:00,levent-03624,unclassified_blank,protected_levent-03624,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_156,PDS_levent,levent-03625,1972-06-04T20:32:00,levent-03625,unclassified_blank,protected_levent-03625,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_156,PDS_levent,levent-03626,1972-06-04T23:02:00,levent-03626,unclassified_blank,protected_levent-03626,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_236,PDS_levent,levent-04495,1972-08-23T03:24:00,levent-04495,deep_moonquake_assigned,protected_levent-04495,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_236,PDS_levent,levent-04501,1972-08-23T08:37:00,levent-04501,deep_moonquake_assigned,protected_levent-04501,catalog_context_only,1,catalog_exclusion_only
S16,levent-04504,PDS_levent,levent-04504,1972-08-23T12:15:00,levent-04504,natural_impact,grade_c_levent-04504,none,0,eligible_integrity_audited
S16,S16_1972_236,PDS_levent,levent-04505,1972-08-23T14:05:00,levent-04505,unclassified_blank,protected_levent-04505,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_236,PDS_levent,levent-04506,1972-08-23T14:15:00,levent-04506,unclassified_blank,protected_levent-04506,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_236,PDS_levent,levent-04507,1972-08-23T15:16:00,levent-04507,deep_moonquake_assigned,protected_levent-04507,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_236,PDS_levent,levent-04508,1972-08-23T15:51:00,levent-04508,unclassified_blank,protected_levent-04508,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_236,PDS_levent,levent-04510,1972-08-23T17:22:00,levent-04510,deep_moonquake_assigned,protected_levent-04510,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_236,PDS_levent,levent-04511,1972-08-23T18:38:00,levent-04511,unclassified_blank,protected_levent-04511,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_236,PDS_levent,levent-04513,1972-08-23T19:49:00,levent-04513,unclassified_blank,protected_levent-04513,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_263,PDS_levent,levent-04706,1972-09-19T00:17:00,levent-04706,unclassified_blank,protected_levent-04706,catalog_context_only,1,catalog_exclusion_only
S16,S16_1972_263,PDS_levent,levent-04707,1972-09-19T00:55:00,levent-04707,deep_moonquake_assigned,protected_levent-04707,catalog_context_only,1,catalog_exclusion_only
S16,levent-04716,PDS_levent,levent-04716,1972-09-19T17:40:00,levent-04716,natural_impact,grade_c_levent-04716,none,0,eligible_integrity_audited
S16,levent-04786,PDS_levent,levent-04786,1972-09-25T10:20:00,levent-04786,natural_impact,grade_c_levent-04786,none,0,eligible_integrity_audited
S16,S16_1972_269,PDS_levent,levent-04787,1972-09-25T16:43:00,levent-04787,deep_moonquake_assigned,protected_levent-04787,catalog_context_only,1,catalog_exclusion_only
S16,levent-07080,PDS_levent,levent-07080,1973-09-21T11:42:00,levent-07080,natural_impact,grade_c_levent-07080,none,0,eligible_integrity_audited
S16,S16_1973_264,PDS_levent,levent-07081,1973-09-21T14:06:00,levent-07081,deep_moonquake_assigned,protected_levent-07081,catalog_context_only,1,catalog_exclusion_only
S16,S16_1974_071,PDS_levent,levent-07845,1974-03-12T02:21:00,levent-07845,natural_impact,protected_levent-07845,catalog_context_only,1,catalog_exclusion_only
S16,S16_1974_071,PDS_levent,levent-07846,1974-03-12T03:28:00,levent-07846,natural_impact,protected_levent-07846,catalog_context_only,1,catalog_exclusion_only
S16,levent-07847,PDS_levent,levent-07847,1974-03-12T12:33:00,levent-07847,natural_impact,grade_c_levent-07847,none,0,eligible_integrity_audited
S16,levent-08023,PDS_levent,levent-08023,1974-04-29T20:11:00,levent-08023,natural_impact,grade_c_levent-08023,none,0,eligible_integrity_audited
S16,S16_1974_330,PDS_levent,levent-08767,1974-11-26T03:23:00,levent-08767,natural_impact,protected_levent-08767,catalog_context_only,1,catalog_exclusion_only
S16,levent-08768,PDS_levent,levent-08768,1974-11-26T18:43:00,levent-08768,natural_impact,grade_c_levent-08768,none,0,eligible_integrity_audited
S16,S16_1974_330,PDS_levent,levent-08769,1974-11-26T23:07:00,levent-08769,deep_moonquake_assigned,protected_levent-08769,catalog_context_only,1,catalog_exclusion_only
S16,levent-08925,PDS_levent,levent-08925,1975-01-20T04:56:00,levent-08925,natural_impact,grade_c_levent-08925,none,0,eligible_integrity_audited
S16,S16_1975_020,PDS_levent,levent-08930,1975-01-20T15:08:00,levent-08930,deep_moonquake_assigned,protected_levent-08930,catalog_context_only,1,catalog_exclusion_only
S16,S16_1975_020,PDS_levent,levent-08931,1975-01-20T17:53:00,levent-08931,deep_moonquake_unclassified,protected_levent-08931,catalog_context_only,1,catalog_exclusion_only
S16,S16_1975_105,PDS_levent,levent-09178,1975-04-15T03:10:00,levent-09178,deep_moonquake_assigned,protected_levent-09178,catalog_context_only,1,catalog_exclusion_only
S16,S16_1975_105,PDS_levent,levent-09180,1975-04-15T12:16:00,levent-09180,unclassified_blank,protected_levent-09180,catalog_context_only,1,catalog_exclusion_only
S16,levent-09181,PDS_levent,levent-09181,1975-04-15T14:36:00,levent-09181,natural_impact,grade_c_levent-09181,none,0,eligible_integrity_audited
S16,S16_1975_105,PDS_levent,levent-09182,1975-04-15T23:36:00,levent-09182,unclassified_blank,protected_levent-09182,catalog_context_only,1,catalog_exclusion_only
S16,S16_1975_272,PDS_levent,levent-09661,1975-09-29T06:13:00,levent-09661,deep_moonquake_assigned,protected_levent-09661,catalog_context_only,1,catalog_exclusion_only
S16,levent-09664,PDS_levent,levent-09664,1975-09-29T15:15:00,levent-09664,natural_impact,grade_c_levent-09664,none,0,eligible_integrity_audited
S16,levent-09924,PDS_levent,levent-09924,1975-12-14T22:13:00,levent-09924,natural_impact,grade_c_levent-09924,none,0,eligible_integrity_audited
S16,levent-09956,PDS_levent,levent-09956,1975-12-24T11:26:00,levent-09956,natural_impact,grade_c_levent-09956,none,0,eligible_integrity_audited
S16,S16_1977_117,PDS_levent,levent-12141,1977-04-27T02:07:00,levent-12141,deep_moonquake_assigned,protected_levent-12141,catalog_context_only,1,catalog_exclusion_only
S16,S16_1977_117,PDS_levent,levent-12145,1977-04-27T06:06:00,levent-12145,deep_moonquake_assigned,protected_levent-12145,catalog_context_only,1,catalog_exclusion_only
S16,S16_1977_117,PDS_levent,levent-12146,1977-04-27T06:17:00,levent-12146,deep_moonquake_unclassified,protected_levent-12146,catalog_context_only,1,catalog_exclusion_only
S16,S16_1977_117,PDS_levent,levent-12149,1977-04-27T09:42:00,levent-12149,deep_moonquake_assigned,protected_levent-12149,catalog_context_only,1,catalog_exclusion_only
S16,S16_1977_117,PDS_levent,levent-12150,1977-04-27T11:21:00,levent-12150,deep_moonquake_assigned,protected_levent-12150,catalog_context_only,1,catalog_exclusion_only
S16,S16_1977_117,PDS_levent,levent-12151,1977-04-27T12:00:00,levent-12151,deep_moonquake_assigned,protected_levent-12151,catalog_context_only,1,catalog_exclusion_only
S16,S16_1977_117,PDS_levent,levent-12153,1977-04-27T12:31:00,levent-12153,deep_moonquake_assigned,protected_levent-12153,catalog_context_only,1,catalog_exclusion_only
S16,S16_1977_117,PDS_levent,levent-12155,1977-04-27T13:40:00,levent-12155,deep_moonquake_assigned,protected_levent-12155,catalog_context_only,1,catalog_exclusion_only
S16,S16_1977_117,PDS_levent,levent-12157,1977-04-27T16:46:00,levent-12157,deep_moonquake_assigned,protected_levent-12157,catalog_context_only,1,catalog_exclusion_only
S16,levent-12159,PDS_levent,levent-12159,1977-04-27T18:23:00,levent-12159,natural_impact,grade_c_levent-12159,none,0,eligible_integrity_audited
S16,S16_1977_117,PDS_levent,levent-12162,1977-04-27T20:43:00,levent-12162,deep_moonquake_assigned,protected_levent-12162,catalog_context_only,1,catalog_exclusion_only
S16,S16_1977_143,PDS_levent,levent-12380,1977-05-23T02:42:00,levent-12380,deep_moonquake_assigned,protected_levent-12380,catalog_context_only,1,catalog_exclusion_only
S16,levent-12381,PDS_levent,levent-12381,1977-05-23T10:50:00,levent-12381,natural_impact,grade_c_levent-12381,none,0,eligible_integrity_audited
S16,S16_1977_143,PDS_levent,levent-12382,1977-05-23T11:57:00,levent-12382,unclassified_blank,protected_levent-12382,catalog_context_only,1,catalog_exclusion_only
S16,S16_1977_143,PDS_levent,levent-12384,1977-05-23T23:46:00,levent-12384,deep_moonquake_assigned,protected_levent-12384,catalog_context_only,1,catalog_exclusion_only
S16,S16_1977_206,PDS_levent,levent-12780,1977-07-25T11:55:00,levent-12780,deep_moonquake_assigned,protected_levent-12780,catalog_context_only,1,catalog_exclusion_only
S16,levent-12782,PDS_levent,levent-12782,1977-07-25T21:10:00,levent-12782,natural_impact,grade_c_levent-12782,none,0,eligible_integrity_audited
